NdcSearch,Ndc
A51079086820,51079086820
A00781305780,00781305780
A50383031147,50383031147
A00409114405,00409114405
A59212042510,59212042510
A62161000334,62161000334
A00002763711,00002763711
A50111091701,50111091701
A68180035309,68180035309
A63323069404,63323069404
A00168000380,00168000380
A51672129001,51672129001
A42023011510,42023011510
A00093759957,00093759957
A65628020810,65628020810
A00143993801,00143993801
A00338634602,00338634602
A00132000119,00132000119
A13310015307,13310015307
A54766014923,54766014923
A61314032610,61314032610
A51079043420,51079043420
A00641607025,00641607025
A00378143077,00378143077
A67386050152,67386050152
A49281058958,49281058958
A00093735301,00093735301
A60687033801,60687033801
A00245005301,00245005301
A55513053010,55513053010
A00409427001,00409427001
A51079016320,51079016320
A55390056605,55390056605
A00078022644,00078022644
A58394000401,58394000401
A00264310511,00264310511
A12870000102,12870000102
A66689040150,66689040150
A00008092360,00008092360
A00172234560,00172234560
A52544063028,52544063028
A70092106807,70092106807
A00904589161,00904589161
A00168001631,00168001631
A66993006027,66993006027
A63323097002,63323097002
A43598065011,43598065011
A00182264789,00182264789
A00904585861,00904585861
A51079074620,51079074620
A00904224461,00904224461
A68382086010,68382086010
A68817013450,68817013450
A10147075005,10147075005
A47781046168,47781046168
A00168008930,00168008930
A63739002910,63739002910
A63323026530,63323026530
A68084070901,68084070901
A00054002025,00054002025
A42023011410,42023011410
A71288000520,71288000520
A00173094556,00173094556
A61379012005,61379012005
A63739053710,63739053710
A00548301200,00548301200
A00002871501,00002871501
A63739054410,63739054410
A16590020644,16590020644
A00085138101,00085138101
A00168000480,00168000480
A49999074704,49999074704
A00085053901,00085053901
A51285016288,51285016288
A00173073001,00173073001
A24987038237,24987038237
A00409663734,00409663734
A11509021217,11509021217
A55150011620,55150011620
A69374096502,69374096502
A66733094823,66733094823
A51079057220,51079057220
A79511050204,79511050204
A00054023624,00054023624
A63323045401,63323045401
A00555098040,00555098040
A47781059791,47781059791
A00078001715,00078001715
A07610017120,07610017120
A00597003334,00597003334
A00075062160,00075062160
A63824000834,63824000834
A70092903505,70092903505
A65862014636,65862014636
A71019034104,71019034104
A52244092010,52244092010
A25021067376,25021067376
A65649030105,65649030105
A16729004101,16729004101
A58468035703,58468035703
A00409468802,00409468802
A00004014401,00004014401
A63459041601,63459041601
A59338077501,59338077501
A00781721664,00781721664
A00574202001,00574202001
A63402030430,63402030430
A00067512614,00067512614
A00002840001,00002840001
A59762010401,59762010401
A00703398601,00703398601
A00007521006,00007521006
A00056023416,00056023416
A64980030130,64980030130
A63304082790,63304082790
A63323061720,63323061720
A17478071310,17478071310
A63323048327,63323048327
A00430302015,00430302015
A24208043405,24208043405
A00338350341,00338350341
A00781523864,00781523864
A00004196301,00004196301
A00078077720,00078077720
A23155066201,23155066201
A00904205159,00904205159
A60687023101,60687023101
A00245014701,00245014701
A63323020110,63323020110
A68180085211,68180085211
A61703032618,61703032618
A63481068706,63481068706
A00338004802,00338004802
A00003363112,00003363112
A61314063305,61314063305
A67457022102,67457022102
A00409771503,00409771503
A68462015811,68462015811
A24208031510,24208031510
A76014000310,76014000310
A00713010109,00713010109
A50458055401,50458055401
A00004691106,00004691106
A61570011201,61570011201
A68084006501,68084006501
A51672126302,51672126302
A00023614501,00023614501
A61553015361,61553015361
A00172428510,00172428510
A64764011907,64764011907
A00338004902,00338004902
A55513007330,55513007330
A58468012601,58468012601
A00472032126,00472032126
A51079016403,51079016403
A67546011114,67546011114
A00054860425,00054860425
A68115071000,68115071000
A00603533521,00603533521
A42023022110,42023022110
A00517293025,00517293025
A00093538506,00093538506
A55150016072,55150016072
A00409471302,00409471302
A00517037405,00517037405
A68094020462,68094020462
A59676056501,59676056501
A51079095701,51079095701
A55390000501,55390000501
A00173073500,00173073500
A00009519402,00009519402
A60687011221,60687011221
A00603624021,00603624021
A61553012011,61553012011
A00015798120,00015798120
A60258000601,60258000601
A00536302906,00536302906
A51079050920,51079050920
A17478021502,17478021502
A00456430008,00456430008
A00007413920,00007413920
A51079016120,51079016120
A55513026710,55513026710
A67386070154,67386070154
A61703022543,61703022543
A54868229700,54868229700
A51079045320,51079045320
A00338500341,00338500341
A00131247735,00131247735
A00904201559,00904201559
A00409610204,00409610204
A63861102501,63861102501
A10019012001,10019012001
A10019063101,10019063101
A63323030656,63323030656
A00904629461,00904629461
A68084025301,68084025301
A00409672924,00409672924
A63323011710,63323011710
A00078038725,00078038725
A00074636902,00074636902
A00409131701,00409131701
A49643013801,49643013801
A00013010501,00013010501
A49884029812,49884029812
A00641610525,00641610525
A00300334601,00300334601
A68084024901,68084024901
A55150015872,55150015872
A00904645204,00904645204
A00172717149,00172717149
A00078001633,00078001633
A51079095720,51079095720
A60505074905,60505074905
A55150015410,55150015410
A50268014013,50268014013
A00409793124,00409793124
A42023011801,42023011801
A54569439800,54569439800
A58468014001,58468014001
A00641614910,00641614910
A63323010351,63323010351
A70860070002,70860070002
A00078024915,00078024915
A00998061505,00998061505
A00781315895,00781315895
A54838057059,54838057059
A63323022930,63323022930
A00078051105,00078051105
A00168026615,00168026615
A52544047108,52544047108
A13533070310,13533070310
A00641047625,00641047625
A00597019061,00597019061
A10006070028,10006070028
A00409317801,00409317801
A60687029501,60687029501
A58394063503,58394063503
A00597018461,00597018461
A63739027510,63739027510
A60505258600,60505258600
A00006003121,00006003121
A00641603001,00641603001
A61553018348,61553018348
A63323048457,63323048457
A00173068101,00173068101
A60492005201,60492005201
A63323017005,63323017005
A59762007301,59762007301
A51079067005,51079067005
A51079086420,51079086420
A00074518211,00074518211
A68084024001,68084024001
A52544028324,52544028324
A49411005030,49411005030
A00904622161,00904622161
A66758005003,66758005003
A45802042578,45802042578
A68382008001,68382008001
A55150017410,55150017410
A00185013001,00185013001
A67767015101,67767015101
A00378003201,00378003201
A42023019110,42023019110
A63739020110,63739020110
A00338067504,00338067504
A00641111433,00641111433
A00067400101,00067400101
A25010040515,25010040515
A43386044024,43386044024
A58063060050,58063060050
A62161000538,62161000538
A66479024725,66479024725
A51079064420,51079064420
A00008499020,00008499020
A51672127202,51672127202
A00054315540,00054315540
A00029152725,00029152725
A55390012210,55390012210
A49281054505,49281054505
A00536440601,00536440601
A25021081710,25021081710
A00472008216,00472008216
A49884041201,49884041201
A58160082152,58160082152
A61553018102,61553018102
A00264220100,00264220100
A00641243645,00641243645
A25021078104,25021078104
A67386061152,67386061152
A51079010320,51079010320
A67457022702,67457022702
A00009076004,00009076004
A00406147301,00406147301
A00703423901,00703423901
A62559013807,62559013807
A76075010101,76075010101
A00591534701,00591534701
A00078044705,00078044705
A76045000510,76045000510
A00406048462,00406048462
A49281040015,49281040015
A00071015640,00071015640
A00173024956,00173024956
A00904634161,00904634161
A49938010101,49938010101
A00703480501,00703480501
A00143129001,00143129001
A00049053028,00049053028
A00003196401,00003196401
A00409476586,00409476586
A63323026110,63323026110
A00186103201,00186103201
A49281024010,49281024010
A55150020830,55150020830
A54092000301,54092000301
A43386016101,43386016101
A59762007501,59762007501
A55887019190,55887019190
A62794010150,62794010150
A00378623101,00378623101
A37205071226,37205071226
A60687021001,60687021001
A00409662902,00409662902
A00065026625,00065026625
A42037010478,42037010478
A00093312701,00093312701
A00074433902,00074433902
A00409152202,00409152202
A00015340420,00015340420
A00998031105,00998031105
A55513014810,55513014810
A00121148800,00121148800
A51079089520,51079089520
A00641049125,00641049125
A52959058203,52959058203
A60505343803,60505343803
A00186074382,00186074382
A51079006820,51079006820
A55390034810,55390034810
A00904627861,00904627861
A17478038020,17478038020
A00597008461,00597008461
A10019055301,10019055301
A00904586761,00904586761
A67457025430,67457025430
A48818000101,48818000101
A66213042316,66213042316
A00904677361,00904677361
A65162025310,65162025310
A68682036990,68682036990
A65862010701,65862010701
A65293000310,65293000310
A13811067930,13811067930
A00338001704,00338001704
A54868441101,54868441101
A00069419068,00069419068
A62584098801,62584098801
A00093610812,00093610812
A51672138603,51672138603
A67286417701,67286417701
A51167010001,51167010001
A00145150405,00145150405
A00069551066,00069551066
A25021082682,25021082682
A57665000202,57665000202
A54868349200,54868349200
A63739049910,63739049910
A63402030410,63402030410
A00409651049,00409651049
A61958180101,61958180101
A00024135301,00024135301
A60432083460,60432083460
A68084003201,68084003201
A37205011278,37205011278
A10267146501,10267146501
A00338102541,00338102541
A00378910293,00378910293
A55513022201,55513022201
A00093015401,00093015401
A54569446601,54569446601
A59572096210,59572096210
A00056017075,00056017075
A67457019501,67457019501
A00472073041,00472073041
A17478076610,17478076610
A00169517401,00169517401
A16729009001,16729009001
A63323031119,63323031119
A00378505201,00378505201
A00186077660,00186077660
A00025152031,00025152031
A67457020850,67457020850
A49884079374,49884079374
A63739093128,63739093128
A00245018101,00245018101
A00168002131,00168002131
A55111052701,55111052701
A00409233610,00409233610
A00069022001,00069022001
A59148000735,59148000735
A51079057420,51079057420
A00904272561,00904272561
A00904399161,00904399161
A00004029809,00004029809
A00409174929,00409174929
A00078035752,00078035752
A00904679761,00904679761
A00074455211,00074455211
A00904571135,00904571135
A00591566101,00591566101
A49502050001,49502050001
A00002750201,00002750201
A00054329446,00054329446
A00093519873,00093519873
A51079097120,51079097120
A51079020406,51079020406
A00536242558,00536242558
A13310011907,13310011907
A00904792638,00904792638
A00603533821,00603533821
A50458057910,50458057910
A68084007001,68084007001
A00338070541,00338070541
A00409263405,00409263405
A51927371900,51927371900
A00172376010,00172376010
A00409318201,00409318201
A00078031154,00078031154
A00053813302,00053813302
A00078034261,00078034261
A64764080530,64764080530
A00904107061,00904107061
A00186109039,00186109039
A00008122214,00008122214
A68084076201,68084076201
A59148002050,59148002050
A39822010001,39822010001
A63739007310,63739007310
A60687022901,60687022901
A00597003112,00597003112
A51079074720,51079074720
A00781139713,00781139713
A51079007620,51079007620
A00121046230,00121046230
A00338604648,00338604648
A00409176102,00409176102
A54868327700,54868327700
A00603154258,00603154258
A00409434673,00409434673
A00781570192,00781570192
A00165005441,00165005441
A63824000840,63824000840
A65473070509,65473070509
A63323022138,63323022138
A00054855025,00054855025
A10631040701,10631040701
A51079045620,51079045620
A00006482700,00006482700
A51991089533,51991089533
A45802052555,45802052555
A00054016325,00054016325
A00409475503,00409475503
A60505613005,60505613005
A00338081104,00338081104
A31722050560,31722050560
A00002060440,00002060440
A60977014101,60977014101
A00781104801,00781104801
A00310075239,00310075239
A00409217205,00409217205
A36000000206,36000000206
A67425000210,67425000210
A64679072801,64679072801
A00007489020,00007489020
A00904651661,00904651661
A00108380620,00108380620
A17772010401,17772010401
A42998030301,42998030301
A00378715501,00378715501
A00054817925,00054817925
A39822105505,39822105505
A00904589361,00904589361
A57896045208,57896045208
A00781523964,00781523964
A54569452202,54569452202
A00904700061,00904700061
A69315030802,69315030802
A00004038039,00004038039
A55045141500,55045141500
A00186012201,00186012201
A59762106101,59762106101
A51079045120,51079045120
A66591018442,66591018442
A68084048301,68084048301
A68180087613,68180087613
A63323024710,63323024710
A51801001230,51801001230
A49702022813,49702022813
A54569452500,54569452500
A00409117102,00409117102
A55150025410,55150025410
A51672201502,51672201502
A00032170801,00032170801
A59148000835,59148000835
A00135051101,00135051101
A51079005520,51079005520
A00078043815,00078043815
A00009026002,00009026002
A66553000201,66553000201
A00409909332,00409909332
A58177020211,58177020211
A00904660461,00904660461
A00054472825,00054472825
A00591014987,00591014987
A00904662261,00904662261
A49281025051,49281025051
A54391005009,54391005009
A00327001105,00327001105
A50458060901,50458060901
A49999025130,49999025130
A00944049301,00944049301
A00456321063,00456321063
A63323001002,63323001002
A25021020110,25021020110
A00023031204,00023031204
A53489040001,53489040001
A00603137859,00603137859
A00409317803,00409317803
A00015356302,00015356302
A38779003504,38779003504
A00409798437,00409798437
A63857032810,63857032810
A68084085601,68084085601
A00093731601,00093731601
A00409781124,00409781124
A17856082305,17856082305
A08881200441,08881200441
A51079058205,51079058205
A00641139735,00641139735
A00078045605,00078045605
A00173069100,00173069100
A50268044715,50268044715
A00904627961,00904627961
A00904664161,00904664161
A68462015813,68462015813
A00264958720,00264958720
A36000000306,36000000306
A00054485906,00054485906
A00944305302,00944305302
A12496127802,12496127802
A00338101948,00338101948
A68084003101,68084003101
A65597070118,65597070118
A00003085222,00003085222
A17478093401,17478093401
A00409379349,00409379349
A63739041110,63739041110
A63323049405,63323049405
A00121472710,00121472710
A51285069702,51285069702
A25021024110,25021024110
A63020004901,63020004901
A00005197102,00005197102
A00067434504,00067434504
A60687012801,60687012801
A00574222520,00574222520
A00009316906,00009316906
A00338001702,00338001702
A00904421813,00904421813
A65162066810,65162066810
A00168005615,00168005615
A55111052501,55111052501
A00052011990,00052011990
A00023608210,00023608210
A57902024905,57902024905
A00004004401,00004004401
A55150023805,55150023805
A00054872425,00054872425
A00338519741,00338519741
A61314014405,61314014405
A00074621211,00074621211
A17478026312,17478026312
A00245006101,00245006101
A76329301205,76329301205
A00904636961,00904636961
A00173047001,00173047001
A00436093616,00436093616
A53014054867,53014054867
A00409158411,00409158411
A61703041807,61703041807
A51079081020,51079081020
A00904585261,00904585261
A00603155404,00603155404
A00904357161,00904357161
A63304052020,63304052020
A51079072120,51079072120
A00169320111,00169320111
A68180061507,68180061507
A00186085981,00186085981
A55390046505,55390046505
A52544007730,52544007730
A16729022405,16729022405
A68382079801,68382079801
A00536741008,00536741008
A63459040401,63459040401
A60267060066,60267060066
A00071023724,00071023724
A42023012225,42023012225
A64980032430,64980032430
A00078040105,00078040105
A51079092820,51079092820
A65649030141,65649030141
A00074490334,00074490334
A00904659961,00904659961
A63323028565,63323028565
A51079006720,51079006720
A00078032705,00078032705
A00004026501,00004026501
A00006026706,00006026706
A00075245001,00075245001
A00185012801,00185012801
A70860030005,70860030005
A59676010101,59676010101
A00338634603,00338634603
A00074662411,00074662411
A68084044601,68084044601
A37000002404,37000002404
A00781197101,00781197101
A00075905110,00075905110
A69413033010,69413033010
A67457023802,67457023802
A53489014101,53489014101
A67877025180,67877025180
A00007351920,00007351920
A13632012301,13632012301
A00904679604,00904679604
A51672401701,51672401701
A55390023301,55390023301
A00409662502,00409662502
A65162018810,65162018810
A75826011410,75826011410
A00173041200,00173041200
A00641601510,00641601510
A54868502200,54868502200
A00005927029,00005927029
A60687036901,60687036901
A58177023811,58177023811
A68084020601,68084020601
A00143978410,00143978410
A69452013217,69452013217
A51079073420,51079073420
A69315090505,69315090505
A08290306525,08290306525
A55390025201,55390025201
A00904401408,00904401408
A00187200605,00187200605
A67877012405,67877012405
A67457000110,67457000110
A51079014120,51079014120
A00574703412,00574703412
A00186604001,00186604001
A60687022401,60687022401
A51079034820,51079034820
A51079089020,51079089020
A65162069890,65162069890
A00074148402,00074148402
A63323027205,63323027205
A00517037510,00517037510
A68084087501,68084087501
A63629377401,63629377401
A60505082901,60505082901
A60432021208,60432021208
A00904628061,00904628061
A16729027611,16729027611
A00006335645,00006335645
A00009766304,00009766304
A00904580061,00904580061
A00944270005,00944270005
A00703418301,00703418301
A00409428301,00409428301
A00172566310,00172566310
A00904624261,00904624261
A68180028201,68180028201
A68084037421,68084037421
A00378087199,00378087199
A00591352530,00591352530
A63459010101,63459010101
A39822031005,39822031005
A60758011905,60758011905
A00143147501,00143147501
A65293001410,65293001410
A00641611610,00641611610
A00944262004,00944262004
A00904643761,00904643761
A10147088106,10147088106
A00378204201,00378204201
A25021012720,25021012720
A00603385521,00603385521
A00009011312,00009011312
A63323037601,63323037601
A00169255013,00169255013
A64894082550,64894082550
A68180035109,68180035109
A59762004901,59762004901
A63481044410,63481044410
A00168020360,00168020360
A24208039183,24208039183
A00054006258,00054006258
A00065064305,00065064305
A68516521102,68516521102
A00143971910,00143971910
A00310030011,00310030011
A25021030102,25021030102
A59366279103,59366279103
A00591319101,00591319101
A00409174630,00409174630
A60687028421,60687028421
A68180048509,68180048509
A00904612861,00904612861
A00054812025,00054812025
A50111032703,50111032703
A58914015575,58914015575
A00078049471,00078049471
A00065074114,00065074114
A29300013501,29300013501
A00074659413,00074659413
A51079000720,51079000720
A00074706890,00074706890
A23155001701,23155001701
A00409226720,00409226720
A50474059966,50474059966
A60505614604,60505614604
A00121058104,00121058104
A00002759701,00002759701
A00085433101,00085433101
A50419059505,50419059505
A00143957010,00143957010
A51079090220,51079090220
A61958010101,61958010101
A00145009125,00145009125
A00069022801,00069022801
A61825201501,61825201501
A64455099395,64455099395
A66582041428,66582041428
A51079007220,51079007220
A51079007520,51079007520
A00008077102,00008077102
A60687034601,60687034601
A55513016001,55513016001
A50383023310,50383023310
A00009770901,00009770901
A00904264860,00904264860
A00517760425,00517760425
A00182005301,00182005301
A00802396216,00802396216
A00143989001,00143989001
A00258361301,00258361301
A00052010630,00052010630
A00003223011,00003223011
A44567062124,44567062124
A00054017713,00054017713
A43547040610,43547040610
A00093022290,00093022290
A63739067710,63739067710
A35356000430,35356000430
A78112001103,78112001103
A00078059620,00078059620
A70121116801,70121116801
A63323014210,63323014210
A68084059101,68084059101
A00409205105,00409205105
A00409176230,00409176230
A68084012801,68084012801
A55150016402,55150016402
A00904056060,00904056060
A00781210201,00781210201
A00536479901,00536479901
A00169266097,00169266097
A23317033128,23317033128
A39822904501,39822904501
A19515089241,19515089241
A00904671015,00904671015
A54505033310,54505033310
A00186070210,00186070210
A00555095202,00555095202
A51079063020,51079063020
A68084023001,68084023001
A00904663861,00904663861
A87701071218,87701071218
A64980018001,64980018001
A00009069801,00009069801
A67919001101,67919001101
A67457025102,67457025102
A50242013201,50242013201
A17478054050,17478054050
A00049052083,00049052083
A00168005546,00168005546
A00074364103,00074364103
A51672130903,51672130903
A00555001105,00555001105
A00904682104,00904682104
A51079052420,51079052420
A58016030000,58016030000
A00172541310,00172541310
A00338268975,00338268975
A00338040360,00338040360
A47781064726,47781064726
A42002030001,42002030001
A54162000708,54162000708
A08290306513,08290306513
A00004694003,00004694003
A00044182512,00044182512
A59676031001,59676031001
A63739012810,63739012810
A51079048020,51079048020
A00002411233,00002411233
A00065063827,00065063827
A77333094810,77333094810
A25208000202,25208000202
A00338004501,00338004501
A50881000560,50881000560
A00904630477,00904630477
A00168007011,00168007011
A16729036468,16729036468
A00008070401,00008070401
A24208055555,24208055555
A51079026720,51079026720
A00078036815,00078036815
A49281041550,49281041550
A58016050902,58016050902
A51079085203,51079085203
A51079043620,51079043620
A24208038555,24208038555
A00378447201,00378447201
A00071052524,00071052524
A63459017714,63459017714
A10019063002,10019063002
A51079013120,51079013120
A53746064101,53746064101
A50268045115,50268045115
A00006337666,00006337666
A61703036322,61703036322
A00065074112,00065074112
A00781331275,00781331275
A13533061810,13533061810
A61314039601,61314039601
A49884055001,49884055001
A66479052101,66479052101
A00904150061,00904150061
A00409724803,00409724803
A00781320495,00781320495
A00472011720,00472011720
A00071241823,00071241823
A63323048837,63323048837
A00015309145,00015309145
A00002411533,00002411533
A00121174410,00121174410
A68084004501,68084004501
A00078042306,00078042306
A51672203506,51672203506
A00003021501,00003021501
A54868627100,54868627100
A00026815120,00026815120
A59011044225,59011044225
A00186086354,00186086354
A66860003003,66860003003
A00406051262,00406051262
A00009090020,00009090020
A68084018101,68084018101
A00007440701,00007440701
A00310032520,00310032520
A00338350841,00338350841
A00069020601,00069020601
A62584013901,62584013901
A42023015925,42023015925
A52544049401,52544049401
A51079028621,51079028621
A00044502210,00044502210
A49702020218,49702020218
A00173049900,00173049900
A00591321901,00591321901
A37205014472,37205014472
A00904605261,00904605261
A10432017002,10432017002
A10702007601,10702007601
A50458056401,50458056401
A00168006460,00168006460
A27437005056,27437005056
A43068010202,43068010202
A54569405900,54569405900
A00006093628,00006093628
A00338004911,00338004911
A00074227913,00074227913
A51079093620,51079093620
A47335036141,47335036141
A00409910420,00409910420
A00258371101,00258371101
A62584073301,62584073301
A00002411733,00002411733
A00904623561,00904623561
A00093874101,00093874101
A10019016312,10019016312
A00409915801,00409915801
A63739045410,63739045410
A00409163802,00409163802
A00944270006,00944270006
A00338105548,00338105548
A51079022020,51079022020
A59148001665,59148001665
A00310065758,00310065758
A54396032840,54396032840
A51248015001,51248015001
A00378041501,00378041501
A51079079020,51079079020
A45802005911,45802005911
A65862084130,65862084130
A33342009607,33342009607
A00009041701,00009041701
A63459039120,63459039120
A63323041820,63323041820
A00406051201,00406051201
A50268075715,50268075715
A00015301260,00015301260
A60687021121,60687021121
A55566220000,55566220000
A00054319446,00054319446
A00641600810,00641600810
A13668013201,13668013201
A45802071708,45802071708
A66490069110,66490069110
A76329331601,76329331601
A55150016910,55150016910
A00064501015,00064501015
A00766150010,00766150010
A59011010320,59011010320
A43598021055,43598021055
A17478081725,17478081725
A00781526564,00781526564
A00591354060,00591354060
A00904062960,00904062960
A00904650661,00904650661
A00182864389,00182864389
A00093738201,00093738201
A00075062280,00075062280
A59310020480,59310020480
A00641111834,00641111834
A00409427602,00409427602
A00078033931,00078033931
A00777512058,00777512058
A62756051344,62756051344
A67457088701,67457088701
A68188093590,68188093590
A00641040025,00641040025
A27241006203,27241006203
A43353034480,43353034480
A00172433360,00172433360
A71019028507,71019028507
A60687034301,60687034301
A50268075915,50268075915
A61748040002,61748040002
A00409904517,00409904517
A67457058304,67457058304
A68084048211,68084048211
A00009004902,00009004902
A00781312495,00781312495
A00310027839,00310027839
A58160082652,58160082652
A00591079601,00591079601
A00904635761,00904635761
A63323071050,63323071050
A58281056001,58281056001
A54629014510,54629014510
A00409614309,00409614309
A61958060101,61958060101
A66302010101,66302010101
A00536510597,00536510597
A45802004835,45802004835
A00998020815,00998020815
A51079094320,51079094320
A00093031901,00093031901
A00168020437,00168020437
A00904505359,00904505359
A63323001201,63323001201
A16729001901,16729001901
A00338004304,00338004304
A00121476605,00121476605
A00172496058,00172496058
A59762501901,59762501901
A00182000101,00182000101
A00182004701,00182004701
A10939011801,10939011801
A00338043103,00338043103
A17478051500,17478051500
A00173068254,00173068254
A00713022315,00713022315
A00054019713,00054019713
A00006073128,00006073128
A00045152510,00045152510
A68094085362,68094085362
A61314063705,61314063705
A00641047725,00641047725
A00487590199,00487590199
A00093408563,00093408563
A49281038215,49281038215
A54868133201,54868133201
A00223172101,00223172101
A00032102601,00032102601
A00338001731,00338001731
A53746027101,53746027101
A00093078405,00093078405
A58177029311,58177029311
A50268006915,50268006915
A00378911916,00378911916
A52544093102,52544093102
A00008078102,00008078102
A11509021265,11509021265
A66215040201,66215040201
A00338051902,00338051902
A00169183411,00169183411
A65862014736,65862014736
A00168029330,00168029330
A59390019205,59390019205
A65473069701,65473069701
A49884016111,49884016111
A00182181089,00182181089
A67544024715,67544024715
A00078017605,00078017605
A00069019601,00069019601
A00555077002,00555077002
A00168000715,00168000715
A00002324030,00002324030
A00004110150,00004110150
A68084034701,68084034701
A00944265804,00944265804
A16729010811,16729010811
A00713016550,00713016550
A24385038551,24385038551
A63323028010,63323028010
A00574027511,00574027511
A24477003025,24477003025
A60258015101,60258015101
A59011044501,59011044501
A64376012923,64376012923
A60505450409,60505450409
A47783010101,47783010101
A49281075221,49281075221
A00054808425,00054808425
A65597010330,65597010330
A55111055610,55111055610
A00132020145,00132020145
A00089130130,00089130130
A00310095036,00310095036
A63323073101,63323073101
A00075245201,00075245201
A16571030216,16571030216
A46287000660,46287000660
A00121075908,00121075908
A59762503301,59762503301
A63323040009,63323040009
A00591219045,00591219045
A00065027105,00065027105
A68094010859,68094010859
A00173071920,00173071920
A00143970310,00143970310
A00013258691,00013258691
A00074929690,00074929690
A51079050820,51079050820
A43386077001,43386077001
A00574012174,00574012174
A00029321548,00029321548
A61703024350,61703024350
A68152010100,68152010100
A00517857110,00517857110
A54868563100,54868563100
A00591543801,00591543801
A55513014410,55513014410
A51079032220,51079032220
A68084069701,68084069701
A00025274231,00025274231
A00409103630,00409103630
A17478054005,17478054005
A00172572860,00172572860
A00078012706,00078012706
A16500008806,16500008806
A00406851501,00406851501
A61703032418,61703032418
A51079051620,51079051620
A00143987510,00143987510
A63323028110,63323028110
A00023916332,00023916332
A00703702103,00703702103
A00173082133,00173082133
A10135019710,10135019710
A58526000541,58526000541
A00186504228,00186504228
A53905099101,53905099101
A60505700602,60505700602
A00009076502,00009076502
A00064100001,00064100001
A63323027810,63323027810
A00173023044,00173023044
A00469012599,00469012599
A49502069724,49502069724
A13107000130,13107000130
A00641608025,00641608025
A00009000402,00009000402
A00185072001,00185072001
A50268017715,50268017715
A00074159304,00074159304
A00054412925,00054412925
A00143314250,00143314250
A51079002320,51079002320
A00051845030,00051845030
A00054856304,00054856304
A60432006500,60432006500
A55150020720,55150020720
A63323026965,63323026965
A12496120403,12496120403
A49411005208,49411005208
A00003059320,00003059320
A64980015701,64980015701
A00904759161,00904759161
A60687025301,60687025301
A50458056301,50458056301
A00024515010,00024515010
A49884078253,49884078253
A10370067801,10370067801
A60687014501,60687014501
A77333094010,77333094010
A00008092681,00008092681
A00409127332,00409127332
A00121467555,00121467555
A00409427701,00409427701
A67457011850,67457011850
A00338040903,00338040903
A00078059287,00078059287
A50111052901,50111052901
A00054329450,00054329450
A00781340895,00781340895
A00536108494,00536108494
A00487980125,00487980125
A00006473900,00006473900
A00074438220,00074438220
A50383017290,50383017290
A43547027410,43547027410
A00078035105,00078035105
A60687025601,60687025601
A00025152034,00025152034
A00472038115,00472038115
A54868422900,54868422900
A00781320795,00781320795
A17478020510,17478020510
A66689002530,66689002530
A00088115330,00088115330
A66689003150,66689003150
A50242010040,50242010040
A00904692761,00904692761
A00067014568,00067014568
A59572041521,59572041521
A00074368303,00074368303
A61570011001,61570011001
A00904610161,00904610161
A68084064701,68084064701
A00904655061,00904655061
A51079099120,51079099120
A00185019301,00185019301
A68462010230,68462010230
A00008084401,00008084401
A00143972124,00143972124
A00574711612,00574711612
A00904678861,00904678861
A69097042502,69097042502
A58177003106,58177003106
A55390004501,55390004501
A60505075100,60505075100
A49884050101,49884050101
A69076047501,69076047501
A23155011801,23155011801
A70436005006,70436005006
A00078010901,00078010901
A00172392760,00172392760
A00703507937,00703507937
A00003043730,00003043730
A55513080060,55513080060
A00378302501,00378302501
A89141045602,89141045602
A00054019813,00054019813
A64764030020,64764030020
A66689006310,66689006310
A23155021631,23155021631
A00574012074,00574012074
A60687039801,60687039801
A51079054320,51079054320
A00078012705,00078012705
A00173024256,00173024256
A58468012001,58468012001
A76045000910,76045000910
A50268061513,50268061513
A00015740320,00015740320
A49281086010,49281086010
A54482030101,54482030101
A50458040101,50458040101
A51079095920,51079095920
A00054312041,00054312041
A54569041702,54569041702
A65162067384,65162067384
A00093415573,00093415573
A00409909425,00409909425
A00338050741,00338050741
A68084057201,68084057201
A00132010915,00132010915
A65162068988,65162068988
A00409492134,00409492134
A63323073310,63323073310
A00062019002,00062019002
A69315090401,69315090401
A16714052201,16714052201
A00904578561,00904578561
A51079029420,51079029420
A00002411230,00002411230
A00574012008,00574012008
A00121065304,00121065304
A00378180377,00378180377
A42254029002,42254029002
A66993000860,66993000860
A00186023503,00186023503
A17478054001,17478054001
A00409610202,00409610202
A00168031230,00168031230
A00072690505,00072690505
A00045063965,00045063965
A00004196401,00004196401
A00069581043,00069581043
A55513019001,55513019001
A27434003185,27434003185
A00517260225,00517260225
A55390024401,55390024401
A00904552261,00904552261
A00517003125,00517003125
A54162050001,54162050001
A54868479700,54868479700
A10019095616,10019095616
A51660078401,51660078401
A00074245311,00074245311
A00517071001,00517071001
A00093910729,00093910729
A00904550261,00904550261
A37205065318,37205065318
A00904145361,00904145361
A00517501901,00517501901
A54838052340,54838052340
A00456270010,00456270010
A63824072283,63824072283
A00025273231,00025273231
A23155004303,23155004303
A00088120343,00088120343
A00904125161,00904125161
A61958230101,61958230101
A41679036513,41679036513
A00054023755,00054023755
A00006095228,00006095228
A63304055201,63304055201
A66758020854,66758020854
A00087015846,00087015846
A66860090203,66860090203
A00409733201,00409733201
A59762492101,59762492101
A59630076210,59630076210
A54482005301,54482005301
A54868503400,54868503400
